Cybersecurity Engineering (Minor)
4,CS225,CS223|EGR115
3,CS317,CS225 CS222
3,CS303,CS225
3,CS426
3,CS427,CS303
3,CS428,CS225|CS222 MA222|MA412
3,CS432,CS420
